path,sha256,size_bytes,kind,status,antenna,port,point_count,declared_frequency_unit,raw_frequency_min,raw_frequency_max,source_sha256_at_17f0a758,provenance_note,validation_flags
Results/Corrupt_Artifacts/ANT1481H_P2.jpg.nul,c45def2ddb7d711e9ba501bac07e065ae54816177a29535b4120b2d8715d484b,47411,corrupt_smith_chart_bytes,quarantined_corrupt,ANT1481H,P2,,,,,c45def2ddb7d711e9ba501bac07e065ae54816177a29535b4120b2d8715d484b,Moved from Results/Smith_Charts/ANT1481H_P2.jpg and renamed .nul; all legacy bytes preserved from 17f0a758.,all_NUL_bytes;bytes_preserved_from_17f0a758;excluded_from_canonical_dataset;invalid_original_format
Results/Corrupt_Artifacts/ANT1481H_P2.s1p.nul,913127fb4076378ce8f372101db3c72e51b8477660c14f272251956233b4a089,8167,corrupt_touchstone_bytes,quarantined_corrupt,ANT1481H,P2,,,,,913127fb4076378ce8f372101db3c72e51b8477660c14f272251956233b4a089,Moved from Results/Touchstone_Files/ANT1481H_P2.s1p and renamed .nul; all legacy bytes preserved from 17f0a758.,all_NUL_bytes;bytes_preserved_from_17f0a758;excluded_from_canonical_dataset;invalid_original_format
Results/Smith_Charts/ANT1364H_P1.jpg,24fced1762de5815ff4651d3c8e4725b27180df43a12ea1fc8ad8e5e91fa5631,94217,smith_chart_jpeg,reference_plot_valid,ANT1364H,P1,,,,,24fced1762de5815ff4651d3c8e4725b27180df43a12ea1fc8ad8e5e91fa5631,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1364H_P2.jpg,9c906ea6fdbb8b7fe526b5775370c60bf1c1501ec3cdd1fbe593c1603ef734de,92235,smith_chart_jpeg,reference_plot_valid,ANT1364H,P2,,,,,9c906ea6fdbb8b7fe526b5775370c60bf1c1501ec3cdd1fbe593c1603ef734de,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1365H_P1.jpg,bf90771f5bc2867438dd2df01eed456163f86a803293f39d0fc91428767f428a,93350,smith_chart_jpeg,reference_plot_valid,ANT1365H,P1,,,,,bf90771f5bc2867438dd2df01eed456163f86a803293f39d0fc91428767f428a,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1365H_P2.jpg,a5b34ea97d1911ae31fa4ea9220240962fbfc5e10b2d4e7d0602e152a9daaebf,96061,smith_chart_jpeg,reference_plot_valid,ANT1365H,P2,,,,,a5b34ea97d1911ae31fa4ea9220240962fbfc5e10b2d4e7d0602e152a9daaebf,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1366H_P1.jpg,5a6f84adbbd728aa7c3b52eae932764de52e12c9dc86d3f9dc3135b449abc855,94248,smith_chart_jpeg,reference_plot_valid,ANT1366H,P1,,,,,5a6f84adbbd728aa7c3b52eae932764de52e12c9dc86d3f9dc3135b449abc855,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1366H_P2.jpg,6abe65091114a6bd2cdfad28116e16af2e48f5670752c4299879f3bc0ef99837,93248,smith_chart_jpeg,reference_plot_valid,ANT1366H,P2,,,,,6abe65091114a6bd2cdfad28116e16af2e48f5670752c4299879f3bc0ef99837,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1367H_P1.jpg,09a36b70d0e23787cf83ad594aba7a9680f41c0a8af2764a6aefacf42012efba,93875,smith_chart_jpeg,reference_plot_valid,ANT1367H,P1,,,,,09a36b70d0e23787cf83ad594aba7a9680f41c0a8af2764a6aefacf42012efba,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1367H_P2.jpg,d47ba1189c3d3e4bd7c9917234de5cab9180ed996997a6a0ce62e60ae0abb9f3,93072,smith_chart_jpeg,reference_plot_valid,ANT1367H,P2,,,,,d47ba1189c3d3e4bd7c9917234de5cab9180ed996997a6a0ce62e60ae0abb9f3,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1368H_P1.jpg,482681115205e7008b616da8b1394b0442a96e5d9114a0446d961444f52952a7,93610,smith_chart_jpeg,reference_plot_valid,ANT1368H,P1,,,,,482681115205e7008b616da8b1394b0442a96e5d9114a0446d961444f52952a7,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1368H_P2.jpg,b9ff531dcfb3d7a46b9d6f30f503eb2b35a682ac747680a2b9ff5e5d47ad907c,92969,smith_chart_jpeg,reference_plot_valid,ANT1368H,P2,,,,,b9ff531dcfb3d7a46b9d6f30f503eb2b35a682ac747680a2b9ff5e5d47ad907c,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1369H_P1.jpg,4d88c11c2a9536e8653166d142859f50930977bfe8da181aeb386af6ce2561f1,94645,smith_chart_jpeg,reference_plot_valid,ANT1369H,P1,,,,,4d88c11c2a9536e8653166d142859f50930977bfe8da181aeb386af6ce2561f1,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1369H_P2.jpg,9dc07639aa2fd3d3a60114e6ef9967eb26c7e97b292ed29578201c9e433ab74e,93475,smith_chart_jpeg,reference_plot_valid,ANT1369H,P2,,,,,9dc07639aa2fd3d3a60114e6ef9967eb26c7e97b292ed29578201c9e433ab74e,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1370H_P1.jpg,1ba6994b8c7bad93c9d306fd422abda44c66c7fca39882c27b32293413c27dea,93984,smith_chart_jpeg,reference_plot_valid,ANT1370H,P1,,,,,1ba6994b8c7bad93c9d306fd422abda44c66c7fca39882c27b32293413c27dea,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1370H_P2.jpg,546c7cb1810e75df13cdd0a504050964977a2b481747ec491aecbca347217c29,92841,smith_chart_jpeg,reference_plot_valid,ANT1370H,P2,,,,,546c7cb1810e75df13cdd0a504050964977a2b481747ec491aecbca347217c29,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1371H_P1.jpg,66947d0434c1d409facdc66c1a25140333f999b987fd339baed3880b064fec87,93954,smith_chart_jpeg,reference_plot_valid,ANT1371H,P1,,,,,66947d0434c1d409facdc66c1a25140333f999b987fd339baed3880b064fec87,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1371H_P2.jpg,4a01ecdb082aa18d841660cc9798236751dd4602050dcf92154e7fb8f6f676fc,92602,smith_chart_jpeg,reference_plot_valid,ANT1371H,P2,,,,,4a01ecdb082aa18d841660cc9798236751dd4602050dcf92154e7fb8f6f676fc,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1372H_P1.jpg,6949a6beddf503f0aedaa0e0efcfebe942aa9374f8e429a0cba8e321237b2bdb,94020,smith_chart_jpeg,reference_plot_valid,ANT1372H,P1,,,,,6949a6beddf503f0aedaa0e0efcfebe942aa9374f8e429a0cba8e321237b2bdb,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1372H_P2.jpg,718d705bf3cea82ddaa54c198af3a48f667e2e51f59eec2822abf81eae9e039f,92374,smith_chart_jpeg,reference_plot_valid,ANT1372H,P2,,,,,718d705bf3cea82ddaa54c198af3a48f667e2e51f59eec2822abf81eae9e039f,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1373H_P1.jpg,67c90d86242f4688e085b388f3a159385d03844c78e3754b5497f1e2c2d96653,93573,smith_chart_jpeg,reference_plot_valid,ANT1373H,P1,,,,,67c90d86242f4688e085b388f3a159385d03844c78e3754b5497f1e2c2d96653,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1373H_P2.jpg,8c60a0bd982675b1e9fd4fdfcaed5cff7e90b067aafa9e48f478f66877ad6c0a,92834,smith_chart_jpeg,reference_plot_valid,ANT1373H,P2,,,,,8c60a0bd982675b1e9fd4fdfcaed5cff7e90b067aafa9e48f478f66877ad6c0a,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1403H_P1.jpg,caac07de19a33578f8661cc437e7210b79b36ee6751c72d1eebdb2efd8d07fdb,96113,smith_chart_jpeg,reference_plot_valid,ANT1403H,P1,,,,,caac07de19a33578f8661cc437e7210b79b36ee6751c72d1eebdb2efd8d07fdb,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1403H_P2.jpg,ed7352ccb62bd738cc7c7e11d1b0b6845a1dec9b35306a7b1ff8df216dbd4766,94918,smith_chart_jpeg,reference_plot_valid,ANT1403H,P2,,,,,ed7352ccb62bd738cc7c7e11d1b0b6845a1dec9b35306a7b1ff8df216dbd4766,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1404H_P1.jpg,fe7e7ecded2e307b9eb70cd6eb6733c228dd6a66b4adc7311bd732a7b141a8f4,95663,smith_chart_jpeg,reference_plot_valid,ANT1404H,P1,,,,,fe7e7ecded2e307b9eb70cd6eb6733c228dd6a66b4adc7311bd732a7b141a8f4,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1404H_P2.jpg,97e08b0635932e7e3da06fbb71e7099e470d39298dc64611bc012aef92c023d6,94231,smith_chart_jpeg,reference_plot_valid,ANT1404H,P2,,,,,97e08b0635932e7e3da06fbb71e7099e470d39298dc64611bc012aef92c023d6,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1405H_P1.jpg,0980a887109cb56d564f1b7d159152133ff909961e8654f6752a7b6dbbeea72a,96257,smith_chart_jpeg,reference_plot_valid,ANT1405H,P1,,,,,0980a887109cb56d564f1b7d159152133ff909961e8654f6752a7b6dbbeea72a,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1405H_P2.jpg,55b13838373fed1cea990e80d802fc05d5df2ff33c6d4e13b2cbc61fdb87be55,94856,smith_chart_jpeg,reference_plot_valid,ANT1405H,P2,,,,,55b13838373fed1cea990e80d802fc05d5df2ff33c6d4e13b2cbc61fdb87be55,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1406H_P1.jpg,cedd5c22309de36aa74542b9ba1711d9b762a96c989902a4b2d69ade0144d857,96031,smith_chart_jpeg,reference_plot_valid,ANT1406H,P1,,,,,cedd5c22309de36aa74542b9ba1711d9b762a96c989902a4b2d69ade0144d857,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1406H_P2.jpg,f172411f5c7aede1e09cfabaafb0d3d42a28df0c5d3ede1ad07f51541df6f885,95035,smith_chart_jpeg,reference_plot_valid,ANT1406H,P2,,,,,f172411f5c7aede1e09cfabaafb0d3d42a28df0c5d3ede1ad07f51541df6f885,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1407H_P1.jpg,e62140e15830b3d974a823fb8479802d530fb54ef25591817d5ecfdc80bc8770,95366,smith_chart_jpeg,reference_plot_valid,ANT1407H,P1,,,,,e62140e15830b3d974a823fb8479802d530fb54ef25591817d5ecfdc80bc8770,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1407H_P2.jpg,2eadcdb68927ca79224fbffbc75f28f25673094295f8db352041b6d0a9f88075,94047,smith_chart_jpeg,reference_plot_valid,ANT1407H,P2,,,,,2eadcdb68927ca79224fbffbc75f28f25673094295f8db352041b6d0a9f88075,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1408H_P1.jpg,75af210f2cc3bca4b65b34598f2fd8b5acc10973718d8043bb613b6d47a8281d,95838,smith_chart_jpeg,reference_plot_valid,ANT1408H,P1,,,,,75af210f2cc3bca4b65b34598f2fd8b5acc10973718d8043bb613b6d47a8281d,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1408H_P2.jpg,40b67f4d1a8df5c00dc3ecf089a40bb078a8b3e626500f7e4a998d1ad22cf09d,94760,smith_chart_jpeg,reference_plot_valid,ANT1408H,P2,,,,,40b67f4d1a8df5c00dc3ecf089a40bb078a8b3e626500f7e4a998d1ad22cf09d,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1409H_P1.jpg,6d44eb0624dd923f5ac03049109d85af2abcd43574a2dac9067fa35ce79fdd5b,95792,smith_chart_jpeg,reference_plot_valid,ANT1409H,P1,,,,,6d44eb0624dd923f5ac03049109d85af2abcd43574a2dac9067fa35ce79fdd5b,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1409H_P2.jpg,19fe68e6a65f90052c84e40532e0c074f69b237da8a397085ff3ba96ba3de354,94321,smith_chart_jpeg,reference_plot_valid,ANT1409H,P2,,,,,19fe68e6a65f90052c84e40532e0c074f69b237da8a397085ff3ba96ba3de354,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1410H_P1.jpg,c64a7c54cff24c6a28d6ff5e360b5af2a9510bf1c19cfd32fd1ef17e7d90e62f,95693,smith_chart_jpeg,reference_plot_valid,ANT1410H,P1,,,,,c64a7c54cff24c6a28d6ff5e360b5af2a9510bf1c19cfd32fd1ef17e7d90e62f,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1410H_P2.jpg,5456c6865808d1a06ec0c0a4e05b8ee41f494c1d65873e67c5a6b060b40ec29d,93278,smith_chart_jpeg,reference_plot_valid,ANT1410H,P2,,,,,5456c6865808d1a06ec0c0a4e05b8ee41f494c1d65873e67c5a6b060b40ec29d,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1411H_P1.jpg,ffda2ea08f93d6e62d175d7929dc44a36f7798bf53a32953f2326833ba3ceafd,96086,smith_chart_jpeg,reference_plot_valid,ANT1411H,P1,,,,,ffda2ea08f93d6e62d175d7929dc44a36f7798bf53a32953f2326833ba3ceafd,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1411H_P2.jpg,8c76cbb30674e8ba75f5824290172f5b2fa6be743d2dc9573c6bd29176f85370,94661,smith_chart_jpeg,reference_plot_valid,ANT1411H,P2,,,,,8c76cbb30674e8ba75f5824290172f5b2fa6be743d2dc9573c6bd29176f85370,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1412H_P1.jpg,3f1cc8ef1b6447693b5b204a329655de8c644f01bc7d3a5f5344e1bdd63fb96b,95402,smith_chart_jpeg,reference_plot_valid,ANT1412H,P1,,,,,3f1cc8ef1b6447693b5b204a329655de8c644f01bc7d3a5f5344e1bdd63fb96b,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1412H_P2.jpg,9673eb4f0dba4ac4a07b9eaa2ddc8c6efd4c65676a8a09997ddf760007f2bf36,94036,smith_chart_jpeg,reference_plot_valid,ANT1412H,P2,,,,,9673eb4f0dba4ac4a07b9eaa2ddc8c6efd4c65676a8a09997ddf760007f2bf36,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1413H_P1.jpg,ea3494c9b073b6f96ca49046703d60d8b9d1c6c009bbc054e5aff44f118a85eb,95591,smith_chart_jpeg,reference_plot_valid,ANT1413H,P1,,,,,ea3494c9b073b6f96ca49046703d60d8b9d1c6c009bbc054e5aff44f118a85eb,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1413H_P2.jpg,cbc13763db4a425c776cc110958731bb5b8becdd40488061e3c00f722cd1a8cf,96200,smith_chart_jpeg,reference_plot_valid,ANT1413H,P2,,,,,cbc13763db4a425c776cc110958731bb5b8becdd40488061e3c00f722cd1a8cf,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1414H_P1.jpg,c085cf0abd9a634126b375030d9f2824286b6a8350052c6f6a3d1a6aa02ef224,94264,smith_chart_jpeg,reference_plot_valid,ANT1414H,P1,,,,,c085cf0abd9a634126b375030d9f2824286b6a8350052c6f6a3d1a6aa02ef224,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1414H_P2.jpg,2021820460ae59aba98c9b5c8d055e4ff8de9a753ef9675d2dad130d3b4dcde1,94688,smith_chart_jpeg,reference_plot_valid,ANT1414H,P2,,,,,2021820460ae59aba98c9b5c8d055e4ff8de9a753ef9675d2dad130d3b4dcde1,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1415H_P1.jpg,971f61e7daf57d047caeb4876c29160793a4c789301104acd9441c86ff34837b,95607,smith_chart_jpeg,reference_plot_valid,ANT1415H,P1,,,,,971f61e7daf57d047caeb4876c29160793a4c789301104acd9441c86ff34837b,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1415H_P2.jpg,b529b6f95b697e299a7de14e97a14e26de5e195b55928c48deb1baa5965a8fdf,94778,smith_chart_jpeg,reference_plot_valid,ANT1415H,P2,,,,,b529b6f95b697e299a7de14e97a14e26de5e195b55928c48deb1baa5965a8fdf,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1416H_P1.jpg,a6b3c3255a455861682291cdd8c754e97e7600acb50e088ed8ca46970b52d919,74646,smith_chart_jpeg,reference_plot_valid,ANT1416H,P1,,,,,a6b3c3255a455861682291cdd8c754e97e7600acb50e088ed8ca46970b52d919,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1416H_P2.jpg,fd399e0e3c4b9f32fa149e67d0a45a63c1a1197f7a8c338e527cb8285935850f,74381,smith_chart_jpeg,reference_plot_valid,ANT1416H,P2,,,,,fd399e0e3c4b9f32fa149e67d0a45a63c1a1197f7a8c338e527cb8285935850f,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1417H_P1.jpg,15fd55af6174f52caa6f8c1b0d45c41b6e4b1dde7c6bd86c7a7dbe024937a780,74404,smith_chart_jpeg,reference_plot_valid,ANT1417H,P1,,,,,15fd55af6174f52caa6f8c1b0d45c41b6e4b1dde7c6bd86c7a7dbe024937a780,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1417H_P2.jpg,5fd9d1d42b539111125390eaeb3c93cf7d682b58d9785462543218b5cf7d0bbc,74112,smith_chart_jpeg,reference_plot_valid,ANT1417H,P2,,,,,5fd9d1d42b539111125390eaeb3c93cf7d682b58d9785462543218b5cf7d0bbc,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1418H_P1.jpg,a01a6b51b4a6cd6ea3370b12de1dbf1458fbd429221b4911dd2b46c27c3e03c5,74460,smith_chart_jpeg,reference_plot_valid,ANT1418H,P1,,,,,a01a6b51b4a6cd6ea3370b12de1dbf1458fbd429221b4911dd2b46c27c3e03c5,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1418H_P2.jpg,a628e7774c389ba277850db13a2ad97735f235b071adbe8a7742b523edaa402f,73512,smith_chart_jpeg,reference_plot_valid,ANT1418H,P2,,,,,a628e7774c389ba277850db13a2ad97735f235b071adbe8a7742b523edaa402f,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1419H_P1.jpg,9614501b65036371dbfcde5709c9c2a1993fad432b856b9db89effbfe3c33da7,74503,smith_chart_jpeg,reference_plot_valid,ANT1419H,P1,,,,,9614501b65036371dbfcde5709c9c2a1993fad432b856b9db89effbfe3c33da7,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1419H_P2.jpg,9528fa9b06b7ecd8fe787b206218d11a27f018c36056c2d9739ed0e37d0f59f5,73937,smith_chart_jpeg,reference_plot_valid,ANT1419H,P2,,,,,9528fa9b06b7ecd8fe787b206218d11a27f018c36056c2d9739ed0e37d0f59f5,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1420H_P1.jpg,9f68acd6ea29d91e34954113b80974ebea9ba9b8d8d7a1280ee19c8785172ed9,74528,smith_chart_jpeg,reference_plot_valid,ANT1420H,P1,,,,,9f68acd6ea29d91e34954113b80974ebea9ba9b8d8d7a1280ee19c8785172ed9,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1420H_P2.jpg,78dce4c4bcbd53a7a4918ede06bab924f277c7fc23d4a37aea1dbd60a891d9a5,73759,smith_chart_jpeg,reference_plot_valid,ANT1420H,P2,,,,,78dce4c4bcbd53a7a4918ede06bab924f277c7fc23d4a37aea1dbd60a891d9a5,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1421H_P1.jpg,2e3f9bcef2618ce1323f4544d3b7c5fa31af7d36316db2c3b50466b3c44c6c5a,73924,smith_chart_jpeg,reference_plot_valid,ANT1421H,P1,,,,,2e3f9bcef2618ce1323f4544d3b7c5fa31af7d36316db2c3b50466b3c44c6c5a,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1421H_P2.jpg,ebb5f27937a0ef2ca4a7153d957273e1e86506824da3d0d4b034eaafe84489a2,74007,smith_chart_jpeg,reference_plot_valid,ANT1421H,P2,,,,,ebb5f27937a0ef2ca4a7153d957273e1e86506824da3d0d4b034eaafe84489a2,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1422H_P1.jpg,07ab8db371d2aae5abe0254b3aa61493a26c3bc1eb0bcad36d43aeafb8a92a9d,74688,smith_chart_jpeg,reference_plot_valid,ANT1422H,P1,,,,,07ab8db371d2aae5abe0254b3aa61493a26c3bc1eb0bcad36d43aeafb8a92a9d,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1422H_P2.jpg,9678ce946993d7a676753d03b8da1d993fac9aeba28b1f993f01f60ba342e991,73914,smith_chart_jpeg,reference_plot_valid,ANT1422H,P2,,,,,9678ce946993d7a676753d03b8da1d993fac9aeba28b1f993f01f60ba342e991,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1423H_P1.jpg,2ed1d2f48ea69f844783ff1e3cd0c7a02341032b08020d0ab814c902fcb9ca1b,74061,smith_chart_jpeg,reference_plot_valid,ANT1423H,P1,,,,,2ed1d2f48ea69f844783ff1e3cd0c7a02341032b08020d0ab814c902fcb9ca1b,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1423H_P2.jpg,c558aac1de7cb44a619ef1533b501acdfbd23829f3e69342f027c3ef74aa9007,73557,smith_chart_jpeg,reference_plot_valid,ANT1423H,P2,,,,,c558aac1de7cb44a619ef1533b501acdfbd23829f3e69342f027c3ef74aa9007,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1424H_P1.jpg,44826d4476ca15f9a23242e2fc9bb9cf499b649891df0297183bc89930aae276,74546,smith_chart_jpeg,reference_plot_valid,ANT1424H,P1,,,,,44826d4476ca15f9a23242e2fc9bb9cf499b649891df0297183bc89930aae276,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1424H_P2.jpg,8274e3ba8a722aae1153824f77ddbdabb796d389ffc1f9affe99585095088ce0,73902,smith_chart_jpeg,reference_plot_valid,ANT1424H,P2,,,,,8274e3ba8a722aae1153824f77ddbdabb796d389ffc1f9affe99585095088ce0,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1425H_P1.jpg,eb3b2bb253dcaaad58cb2998c0669ffb420e84b1cb0bd86b3faa296bf1613fe2,74651,smith_chart_jpeg,reference_plot_valid,ANT1425H,P1,,,,,eb3b2bb253dcaaad58cb2998c0669ffb420e84b1cb0bd86b3faa296bf1613fe2,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1425H_P2.jpg,607c6b09252f073ce5e706b5d4211239590de006ce0b7ed775c022113f94df68,73952,smith_chart_jpeg,reference_plot_valid,ANT1425H,P2,,,,,607c6b09252f073ce5e706b5d4211239590de006ce0b7ed775c022113f94df68,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1426H_P1.jpg,668952ddc6e91e47950fa3e8cd92a1baf47b794211075a91d98bb4435699a73a,74590,smith_chart_jpeg,reference_plot_valid,ANT1426H,P1,,,,,668952ddc6e91e47950fa3e8cd92a1baf47b794211075a91d98bb4435699a73a,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1426H_P2.jpg,9f376226a3fe4d7eff0eb0639c9172478290f6d83403d77d1743d6847e103cab,73975,smith_chart_jpeg,reference_plot_valid,ANT1426H,P2,,,,,9f376226a3fe4d7eff0eb0639c9172478290f6d83403d77d1743d6847e103cab,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1427H_P1.jpg,a49925049a9f91090ad9a99e1383bdc3ba4ec2b5e8a5b685833069c3d45a205a,74603,smith_chart_jpeg,reference_plot_valid,ANT1427H,P1,,,,,a49925049a9f91090ad9a99e1383bdc3ba4ec2b5e8a5b685833069c3d45a205a,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1427H_P2.jpg,8ed2f595f098a0ac73e0d673b1a87ee95bb3d4ee5e28bd52948e34a00b7947de,53413,smith_chart_jpeg,reference_plot_valid,ANT1427H,P2,,,,,8ed2f595f098a0ac73e0d673b1a87ee95bb3d4ee5e28bd52948e34a00b7947de,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1428H_P1.jpg,afbd6533f15fc5ded0281acf0e62b466fdd56b6386670e20165625d0cc8e2e31,75279,smith_chart_jpeg,reference_plot_valid,ANT1428H,P1,,,,,afbd6533f15fc5ded0281acf0e62b466fdd56b6386670e20165625d0cc8e2e31,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
Results/Smith_Charts/ANT1428H_P2.jpg,bc54745a7543cc7795be5ea5d61c2b28f9ff57a8d040fe0fad02ae669b9083f4,73554,smith_chart_jpeg,reference_plot_valid,ANT1428H,P2,,,,,bc54745a7543cc7795be5ea5d61c2b28f9ff57a8d040fe0fad02ae669b9083f4,Preserved from 17f0a758.,valid_jpeg_container;unchanged_from_17f0a758
